Station Name,Date/Time (LST),Year,Month,Day,Time (LST),Temp,Dew Point,Rel_H,Wind Dir,Wind Spd,Solar Radiation,,,ta,rh,dpT,ws,gws,wd,rsds,,dta,dws,drh,drsds
OTTAWA INTL A,2024-06-17 18:00,2024,6,17,18:00,29.3,21.8,63,20,14,272.3493422,,,30.15151667,56.99206667,20.70945,0.433333333,1.441666667,201.2,47.53333333,,0.85151667,3.455555556,6.00793333,224.8160089
OTTAWA INTL A,2024-06-17 19:00,2024,6,17,19:00,27.8,21.4,68,17,13,127.2665363,,,29.6911,58.56701667,20.72581667,0.675,1.875,200.35,42.33333333,,1.8911,2.936111111,9.43298333,84.93320297
OTTAWA INTL A,2024-06-17 20:00,2024,6,17,20:00,26.3,20.4,69,18,16,23.59499735,,,28.48325,61.64175,20.41828333,0.666666667,1.766666667,194.25,11.58333333,,2.18325,3.777777777,7.35825,12.01166402
OTTAWA INTL A,2024-06-17 21:00,2024,6,17,21:00,24.8,20.4,76,19,11,2.330146983,,,27.24788333,62.92978333,19.59048333,0.466666667,1.525,195.9666667,1,,2.44788333,2.588888889,13.07021667,1.330146983
OTTAWA INTL A,2024-06-17 22:00,2024,6,17,22:00,23.8,20.1,79,21,11,1.899937133,,,26.35733333,65.90298333,19.49368333,0.183333333,1.133333333,206.4333333,1,,2.55733333,2.872222223,13.09701667,0.899937133
OTTAWA INTL A,2024-06-17 23:00,2024,6,17,23:00,22.9,20,84,18,9,1.916079533,,,25.6343,67.4262,19.1744,0.441666667,1.6,208.6166667,1,,2.7343,2.058333333,16.5738,0.916079533
OTTAWA INTL A,2024-06-18 0:00,2024,6,18,0:00,22.6,19.5,82,21,10,1.962486233,,,24.96185,68.86581667,18.87198333,0.308333333,1.325,205.65,1,,2.36185,2.469444445,13.13418333,0.962486233
OTTAWA INTL A,2024-06-18 1:00,2024,6,18,1:00,22.2,19.4,84,22,10,1.831431383,,,24.28411667,70.82245,18.67165,0.066666667,0.716666667,204,1,,2.08411667,2.711111111,13.17755,0.831431383
OTTAWA INTL A,2024-06-18 2:00,2024,6,18,2:00,21.3,19.4,89,18,8,1.770838867,,,23.58961667,73.47765,18.59248333,0.016666667,0.483333333,213.1666667,1,,2.28961667,2.205555555,15.52235,0.770838867
OTTAWA INTL A,2024-06-18 3:00,2024,6,18,3:00,20.9,19.4,91,19,9,1.725846867,,,23.11916667,75.18971667,18.50781667,0.133333333,0.883333333,210.6666667,1,,2.21916667,2.366666667,15.81028333,0.725846867
OTTAWA INTL A,2024-06-18 4:00,2024,6,18,4:00,20.3,19.9,97,19,7,1.892703017,,,22.3613,78.3193,18.42543333,0,0.125,212.2833333,1,,2.0613,1.944444444,18.6807,0.892703017
OTTAWA INTL A,2024-06-18 5:00,2024,6,18,5:00,20.3,20.2,100,18,9,13.98923837,,,22.04996667,79.7159,18.40558333,0,0.025,212.9666667,2.466666667,,1.74996667,2.5,20.2841,11.5225717
OTTAWA INTL A,2024-06-18 6:00,2024,6,18,6:00,21.1,20.9,98,20,8,79.78217155,,,22.05883333,80.62113333,18.59468333,0.025,0.658333333,195.8166667,31.75,,0.95883333,2.197222222,17.37886667,48.03217155
OTTAWA INTL A,2024-06-18 7:00,2024,6,18,7:00,22.5,20.8,90,19,14,255.8553188,,,22.9536,78.55063333,19.0483,0.15,1.091666667,196.7333333,101.25,,0.4536,3.738888889,11.44936667,154.6053188
OTTAWA INTL A,2024-06-18 8:00,2024,6,18,8:00,24.1,22,88,19,15,351.2865465,,,24.09825,77.06775,19.8515,0.408333333,1.491666667,200.4166667,99.71666667,,0.00175,3.758333334,10.93225,251.5698798
OTTAWA INTL A,2024-06-18 9:00,2024,6,18,9:00,26.1,22.5,80,19,19,596.9695427,,,25.30786667,74.97525,20.57503333,0.708333333,1.991666667,203.65,117.65,,0.79213333,4.569444445,5.02475,479.3195427
OTTAWA INTL A,2024-06-18 10:00,2024,6,18,10:00,27.5,23.4,78,20,13,705.6467445,,,27.15495,71.52453333,21.58326667,0.4,1.5,199.8333333,132.15,,0.34505,3.211111111,6.47546667,573.4967445
OTTAWA INTL A,2024-06-18 11:00,2024,6,18,11:00,29.3,24.1,73,21,13,730.2818167,,,28.57616667,68.70543333,22.28356667,0.466666667,1.441666667,201.5166667,278.7666667,,0.72383333,3.144444444,4.29456667,451.51515
OTTAWA INTL A,2024-06-18 12:00,2024,6,18,12:00,30.5,24,68,20,15,855.4384368,,,29.72043333,67.69246667,23.12218333,0.466666667,1.591666667,191.6666667,112.65,,0.77956667,3.7,0.30753333,742.7884368
OTTAWA INTL A,2024-06-18 13:00,2024,6,18,13:00,31.5,24.2,65,18,16,815.8392187,,,30.98873333,63.72535,23.3254,0.383333333,1.633333333,191.4833333,120.1166667,,0.51126667,4.061111111,1.27465,695.722552
OTTAWA INTL A,2024-06-18 14:00,2024,6,18,14:00,32,24,62,19,17,696.5216963,,,31.77116667,60.25668333,23.1388,0.575,1.783333333,196.0666667,90.68333333,,0.22883333,4.147222222,1.74331667,605.838363
OTTAWA INTL A,2024-06-18 15:00,2024,6,18,15:00,31.2,24.2,66,16,19,637.7126985,,,32.4894,57.3011,22.9769,0.575,1.833333333,197.2666667,84.28333333,,1.2894,4.702777778,8.6989,553.4293652
OTTAWA INTL A,2024-06-18 16:00,2024,6,18,16:00,31.9,23.7,61,17,18,535.9492877,,,32.0558,59.52465,23.20466667,1.325,2.808333333,195.45,83.76666667,,0.1558,3.675,1.47535,452.182621
OTTAWA INTL A,2024-06-18 17:00,2024,6,18,17:00,31.5,23.9,64,18,15,400.8682163,,,32.10828333,58.47081667,22.95743333,1,2.333333333,195.1333333,54.75,,0.60828333,3.166666667,5.52918333,346.1182163
OTTAWA INTL A,2024-06-18 18:00,2024,6,18,18:00,30.5,24.1,68,19,13,72.11524133,,,30.97898333,61.75763333,22.80378333,0.816666667,2.041666667,199.1,12.91666667,,0.47898333,2.794444444,6.24236667,59.19857466
OTTAWA INTL A,2024-06-18 19:00,2024,6,18,19:00,28.3,22.9,72,19,12,43.93600488,,,30.2542,64.36906667,22.80353333,0.841666667,2.075,201.3666667,9.3,,1.9542,2.491666666,7.63093333,34.63600488
OTTAWA INTL A,2024-06-18 20:00,2024,6,18,20:00,26.8,22.2,75,19,14,43.26067755,,,29.29755,66.06815,22.32783333,0.966666667,2.475,204.5,11.4,,2.49755,2.922222222,8.93185,31.86067755
OTTAWA INTL A,2024-06-18 21:00,2024,6,18,21:00,25.5,21.9,80,20,12,2.471927417,,,27.94351667,67.53665,21.40028333,0.216666667,1.158333333,207.8166667,1,,2.44351667,3.116666666,12.46335,1.471927417
OTTAWA INTL A,2024-06-18 22:00,2024,6,18,22:00,24.8,21.5,81,21,9,2.003384533,,,27.03056667,68.72711667,20.81371667,0.125,0.941666667,209.4333333,1,,2.23056667,2.375,12.27288333,1.003384533
OTTAWA INTL A,2024-06-18 23:00,2024,6,18,23:00,24.5,21.5,83,21,11,1.949432183,,,26.30441667,70.84475,20.61435,0.008333333,0.45,214.0666667,1,,1.80441667,3.047222223,12.15525,0.949432183
OTTAWA INTL A,2024-06-19 0:00,2024,6,19,0:00,24,21.7,87,19,9,1.744012417,,,25.73656667,72.88465,20.52971667,0,0.075,215.75,1,,1.73656667,2.5,14.11535,0.744012417
OTTAWA INTL A,2024-06-19 1:00,2024,6,19,1:00,22.9,21.8,93,18,4,1.6959254,,,25.34116667,74.5135,20.5085,0,0.533333333,208.6666667,1,,2.44116667,1.111111111,18.4865,0.6959254
OTTAWA INTL A,2024-06-19 2:00,2024,6,19,2:00,22.7,22.3,98,20,7,1.625646117,,,24.95153333,76.26016667,20.50801667,0,0.308333333,203.5833333,1,,2.25153333,1.944444444,21.73983333,0.625646117
OTTAWA INTL A,2024-06-19 3:00,2024,6,19,3:00,22.7,22.6,99,23,4,1.750820767,,,24.57218333,77.8122,20.46725,0,0.025,209.3,1,,1.87218333,1.111111111,21.1878,0.750820767
OTTAWA INTL A,2024-06-19 4:00,2024,6,19,4:00,22,22,100,16,8,1.7562502,,,24.07318333,80.74261667,20.58191667,0,0,209,1,,2.07318333,2.222222222,19.25738333,0.7562502
OTTAWA INTL A,2024-06-19 5:00,2024,6,19,5:00,22.4,22.4,100,17,9,6.7889794,,,23.92448333,82.18191667,20.7243,0,0.05,208.3166667,1,,1.52448333,2.5,17.81808333,5.7889794
OTTAWA INTL A,2024-06-19 6:00,2024,6,19,6:00,23,23,100,16,9,41.50272245,,,23.92051667,83.82163333,21.04213333,0.008333333,0.308333333,200.4833333,6.383333333,,0.92051667,2.491666667,16.17836667,35.11938912
OTTAWA INTL A,2024-06-19 7:00,2024,6,19,7:00,25.8,21.9,79,21,8,154.6914181,,,24.91788333,80.41078333,21.33595,0.008333333,0.475,202.1,54,,0.88211667,2.213888889,1.41078333,100.6914181
OTTAWA INTL A,2024-06-19 8:00,2024,6,19,8:00,28.5,22.5,69,22,13,478.5815665,,,27.47956667,69.7872,21.46806667,0.083333333,1,200.15,163.3166667,,1.02043333,3.527777778,0.7872,315.2648998
OTTAWA INTL A,2024-06-19 9:00,2024,6,19,9:00,29.6,22.9,67,22,18,615.1094873,,,29.87491667,61.79146667,21.76545,0.058333333,0.75,203.4333333,122.5166667,,0.27491667,4.941666667,5.20853333,492.5928206
OTTAWA INTL A,2024-06-19 10:00,2024,6,19,10:00,30.1,22.8,64,20,17,691.9578497,,,30.38388333,59.77203333,21.69685,0.35,1.4,203.9833333,119.3666667,,0.28388333,4.372222222,4.22796667,572.591183
OTTAWA INTL A,2024-06-19 11:00,2024,6,19,11:00,31.1,24,65,19,14,570.6264055,,,31.0985,58.19433333,21.93433333,0.625,1.883333333,199.2166667,133.75,,0.0015,3.263888889,6.80566667,436.8764055
OTTAWA INTL A,2024-06-19 12:00,2024,6,19,12:00,30.2,23.8,68,20,19,397.986901,,,31.1316,59.37543333,22.29603333,0.908333333,2.175,201.0666667,80.96666667,,0.9316,4.369444445,8.62456667,317.0202343
OTTAWA INTL A,2024-06-19 13:00,2024,6,19,13:00,32.3,24,61,19,19,664.3144485,,,31.4556,60.43553333,22.89315,1.216666667,2.608333333,201.9,117.1166667,,0.8444,4.061111111,0.56446667,547.1977818
OTTAWA INTL A,2024-06-19 14:00,2024,6,19,14:00,32.2,23.5,59,21,22,852.7046903,,,32.86828333,55.07321667,22.65705,1.175,2.725,197.0833333,111.6833333,,0.66828333,4.936111111,3.92678333,741.021357
OTTAWA INTL A,2024-06-19 15:00,2024,6,19,15:00,33.2,23,54,22,20,754.8424243,,,33.64433333,48.5622,21.31008333,1.091666667,2.683333333,166.75,97.26666667,,0.44433333,4.463888889,5.4378,657.5757576
OTTAWA INTL A,2024-06-19 16:00,2024,6,19,16:00,30.7,23.3,64,21,25,400.8215287,,,32.98806667,49.65735,21.07416667,1.233333333,2.858333333,188.0833333,72.25,,2.28806667,5.711111111,14.34265,328.5715287
OTTAWA INTL A,2024-06-19 17:00,2024,6,19,17:00,31.5,22.3,58,21,23,373.4324053,,,31.66218333,57.84848333,22.3617,1.375,3.058333333,196.7833333,57.88333333,,0.16218333,5.013888889,0.15151667,315.549072
OTTAWA INTL A,2024-06-19 18:00,2024,6,19,18:00,30.6,23.2,64,21,19,229.9844915,,,31.422,56.20271667,21.65845,0.975,2.483333333,171.3166667,42.23333333,,0.822,4.302777778,7.79728333,187.7511582
OTTAWA INTL A,2024-06-19 19:00,2024,6,19,19:00,29.3,22.8,68,22,18,59.3775582,,,30.90651667,56.10863333,21.1557,0.875,2.291666667,188.7166667,14.68333333,,1.60651667,4.125,11.89136667,44.69422487
OTTAWA INTL A,2024-06-19 20:00,2024,6,19,20:00,28,22.6,72,21,14,23.13086113,,,30.22798333,58.90443333,21.31978333,1.2,2.541666667,195.65,5.983333333,,2.22798333,2.688888889,13.09556667,17.1475278
OTTAWA INTL A,2024-06-19 21:00,2024,6,19,21:00,26.8,23.3,81,20,13,2.452293517,,,29.3469,62.97746667,21.58288333,1.241666667,2.608333333,204.1166667,1,,2.5469,2.369444444,18.02253333,1.452293517
OTTAWA INTL A,2024-06-19 22:00,2024,6,19,22:00,26.6,23.6,83,22,16,1.709211983,,,28.54188333,65.33646667,21.42808333,1.291666667,2.791666667,203.35,1,,1.94188333,3.152777777,17.66353333,0.709211983
OTTAWA INTL A,2024-06-19 23:00,2024,6,19,23:00,26,23.4,85,22,14,1.943456617,,,28.00713333,67.21786667,21.38098333,0.841666667,2.083333333,178.7666667,1,,2.00713333,3.047222222,17.78213333,0.943456617
OTTAWA INTL A,2024-06-20 0:00,2024,6,20,0:00,24.8,23,89,28,7,1.99088705,,,27.35838333,70.57106667,21.55946667,0.683333333,2.025,178.4,1,,2.55838333,1.261111111,18.42893333,0.99088705
